age,income,region,job_type,owns_car,amount_spent,score,target
51,46531,South,Tech,0,1358,0.6884701124465912,0
55,68939,South,Tech,0,932,0.6120228958510614,0
57,40228,North,Tech,1,744,0.5427913474290538,0
60,67832,North,Tech,1,846,0.05122518200120149,0
55,26652,North,Admin,0,896,0.16039498691698853,0
26,57394,East,Admin,0,1103,0.4216462329777855,0
47,50735,North,Sales,1,833,0.3046578714506738,0
52,47832,West,HR,1,1364,0.9769073494448997,0
23,56447,South,Sales,1,424,1.0,1
19,43061,West,Admin,0,585,0.33111038164048134,0
40,42329,South,HR,0,912,0.17605648402350968,0
36,71606,South,Sales,1,778,0.9677965768744969,1
35,46802,South,Tech,0,1258,0.7302754243744355,0
43,41694,North,Tech,0,760,0.796738113108751,0
68,51223,North,Sales,1,844,0.3869657670913149,0
65,45425,North,Sales,0,1618,0.8184190221970653,0
63,33953,West,Tech,0,510,0.9085682956725467,0
36,38335,South,Admin,1,854,0.6845435949937133,0
21,57397,East,Admin,0,1102,0.33327240999079927,0
47,56856,South,Admin,0,1043,0.7626867606161098,0
16,70332,South,Tech,1,908,0.20662908509341113,0
42,42756,South,HR,0,951,0.5623208686903416,0
59,53741,South,Admin,1,1146,0.5975532307528928,0
27,74423,West,Admin,1,875,0.780892206534241,1
53,39928,West,Tech,0,1578,0.4506922520416787,0
50,60098,North,HR,0,1105,0.6915667961478439,0
57,30543,South,Admin,0,754,0.3632405991693358,0
31,63992,North,Sales,1,905,0.6455131557394331,1
48,54215,North,Sales,0,1355,0.2893316661005391,0
46,46394,South,HR,0,379,0.36076858156286895,0
30,60830,South,Tech,1,1043,0.11582510324386316,0
22,43212,South,Sales,0,641,0.9325876232015351,0
53,41899,North,Tech,1,512,0.6611980395977417,0
52,51713,South,HR,1,965,0.28462945202161627,0
56,52229,East,HR,1,1417,0.1089145189629559,0
50,62450,North,Tech,1,896,0.5250171231088084,0
39,50043,East,HR,1,533,0.7609273484621442,0
45,87902,West,Admin,1,451,0.10187241411175205,0
35,42349,East,HR,1,466,0.23021486110418482,0
40,57610,South,Tech,0,1251,0.11988086306356124,0
23,42591,North,HR,0,1450,0.26733685269065904,0
19,72555,East,Sales,0,1216,0.5987394675327079,0
47,54200,West,HR,0,987,0.10965387406244831,0
56,12923,West,Admin,0,978,0.25598669104723043,0
22,52969,North,Admin,1,700,0.5841213198179434,0
59,26107,East,HR,1,1131,0.6464564701788186,0
57,68939,South,Tech,0,937,0.5553424300380694,0
26,55478,West,Sales,1,1143,0.4702918437348298,0
40,17702,East,Tech,0,895,0.9695538238669351,0
56,53513,West,Tech,0,383,0.3662978270301086,0
52,54204,West,HR,0,989,0.0,0
38,88397,West,Tech,1,584,0.31527488724804176,0
61,45843,West,Admin,0,1141,0.16254019410357412,0
27,34605,West,Tech,0,991,0.9588022979544916,0
46,34782,West,HR,1,827,1.0,0
39,87898,West,Admin,1,457,0.0640035285800399,0
38,56673,South,HR,1,976,0.7050776717777135,1
27,44526,South,Sales,0,931,0.8715902136192297,0
19,64765,North,Sales,0,1123,0.778699554232898,0
25,48766,South,Tech,0,656,0.6745276271554675,0
57,54541,East,Sales,1,591,0.09621737863555413,0
19,52491,South,Tech,1,1525,0.6622946759513878,0
14,50389,South,Admin,1,1461,0.35873706860787496,0
23,17701,East,Admin,1,496,0.9927316369460775,0
22,49420,North,HR,0,1319,0.9409232834471334,0
52,73691,North,Tech,0,899,0.2500918692750257,0
43,60909,West,Sales,0,1059,0.045476701028864024,0
21,84794,South,Sales,1,1455,0.33986664510698383,0
41,61785,North,Tech,1,882,0.39981916782930826,0
42,63157,South,Tech,1,436,0.3262806397339907,0
34,59706,South,Tech,1,1317,0.4028058813577673,0
41,43307,East,Admin,1,1016,0.7686281244460098,0
27,9548,North,Tech,1,781,0.8592529601502694,0
30,43119,South,Admin,0,1093,0.4470928603522115,0
14,41353,East,Tech,1,1288,0.9212212669960458,0
55,56805,South,Tech,0,1365,0.27947870688906606,0
59,63873,South,Admin,1,650,1.0,1
30,39676,North,Sales,1,846,0.1770214918691179,0
38,63052,East,Tech,1,538,0.9186787710247227,1
17,43109,South,Admin,0,1166,0.8316018597141377,0
40,42163,South,Sales,1,840,0.0,0
35,53160,West,Admin,0,785,0.8686356498608327,0
19,53506,South,Admin,0,1010,0.5436836106950502,0
32,73605,North,Admin,1,1236,0.0,0
21,68197,South,Admin,0,700,0.15647513514541742,0
45,61790,North,Tech,1,876,0.34470059633790096,0
43,42039,East,HR,0,878,0.5710708340471534,0
29,41611,East,HR,0,1285,0.5480748248407552,0
23,41433,West,Admin,0,1266,0.39493192875221045,0
18,22967,West,HR,1,777,0.32628240475303644,0
62,65807,East,Sales,0,684,0.6933704394819844,0
26,38330,South,Admin,1,855,0.7093466852308549,0
56,53355,West,HR,0,1366,0.3215022954648429,0
61,27118,East,Sales,0,1277,0.1550567452064148,0
30,78153,East,HR,0,1244,0.44161980883636426,0
44,25796,East,HR,0,636,0.6338171137614906,0
50,40256,South,HR,0,117,0.0469000787142678,0
51,50779,South,Sales,0,687,0.09981752689170476,0
33,64975,North,HR,0,641,0.7558909709462546,0
24,29447,South,HR,0,811,0.01619580880967067,0
21,70766,South,HR,0,911,0.7247258052523267,0
42,59522,North,Tech,0,845,0.48007843018741647,0
20,43824,North,HR,1,1250,0.9247796428083728,0
50,86048,South,Sales,0,1003,0.2665641911205996,0
50,72560,East,Sales,0,802,0.08911417252459763,0
34,45128,North,Admin,0,1034,0.5320783857424165,0
48,55987,East,Admin,1,504,0.7066057595771659,1
39,45465,West,Sales,1,1441,0.7951762931588686,0
18,72922,East,HR,1,537,0.4673548314548823,1
32,39856,South,Sales,0,556,0.177409824496841,0
43,58151,East,Admin,0,1065,0.4473816583382218,0
22,59153,South,Tech,1,936,0.8884442980029166,1
30,47197,East,Tech,1,684,0.665659116769096,0
15,35263,North,HR,1,1154,0.5047386444922719,0
52,60697,South,HR,1,2178,0.8643039708301609,1
26,50896,East,Admin,0,1501,0.6284082607740911,0
20,61350,North,Tech,0,959,0.14571675211709695,0
27,45360,North,Tech,0,1314,0.020953070073202754,0
42,7273,South,Tech,1,735,0.8722776199357445,0
38,52666,West,HR,1,1459,1.0,0
56,86052,South,Sales,0,1004,0.3009090532059497,0
28,56835,West,Sales,1,406,0.8340728360788076,1
60,28875,East,Admin,1,1226,0.29932979324143555,0
67,76922,South,Admin,1,1095,0.5526147072642307,1
31,73914,North,Admin,1,1141,0.45141814297368354,0
53,60625,West,Admin,0,1150,0.4714359453362458,0
31,40435,North,Admin,1,644,0.3318331238822008,0
39,19424,West,Sales,1,921,0.7753065937830818,0
44,82473,East,Sales,0,1009,0.2979365663706755,0
48,41396,North,Tech,1,394,0.5129130113099547,0
27,36520,North,Tech,0,1140,0.2420994400933827,0
51,55730,North,Admin,1,642,0.4903145200323178,0
32,80197,North,Tech,0,1611,0.09122676497416964,0
49,44003,East,HR,0,1321,0.18382017522526237,0
40,63340,East,HR,1,1136,0.2953120469804999,0
25,86684,West,Sales,1,980,0.7043043634658858,1
51,56713,East,Tech,0,878,0.23728677829830502,0
63,58832,South,Tech,1,1023,0.7480798981430228,1
30,59785,North,Admin,0,737,0.8030563583087015,0
58,33783,South,HR,1,829,0.6051390556273297,0
52,51990,West,Admin,0,482,0.014115988191694573,0
57,42838,North,Tech,1,1810,0.9905198474214881,0
66,52932,South,Tech,1,1301,0.3500862380639106,0
53,56717,East,Tech,0,873,0.24734871978464448,0
48,49057,East,Admin,1,1311,0.8474345636408585,0
38,45459,West,Sales,1,1441,0.8492498262795424,0
42,49433,South,Sales,0,1026,0.173615471726153,0
58,56658,East,Sales,0,1081,0.6764426827389001,0
46,29312,East,HR,0,412,0.4789835676658111,0
52,46791,East,HR,0,1354,0.8492878388345754,0
20,64347,South,HR,1,841,0.6979977875170205,1
41,65757,East,Sales,0,1248,0.49793844365619816,0
52,44421,West,HR,1,1237,0.14758998285006966,0
50,56200,North,HR,0,1549,0.818677248928386,0
52,31860,North,Admin,1,594,0.21569964954274262,0
23,57763,West,Admin,0,717,0.7547022355706153,0
60,41801,West,Sales,1,1069,0.1616207475855253,0
36,81127,North,HR,1,778,0.9774233748715724,1
69,67844,North,Tech,0,917,0.31367840836844946,0
42,77738,West,Admin,1,842,1.0,1
46,87904,West,Admin,1,454,0.05683603470401902,0
58,67391,East,Tech,0,867,0.0019030944084745885,0
44,54032,South,Admin,0,1232,0.23070979810415598,0
60,28957,North,Tech,1,607,0.34382147200401025,0
35,55828,West,Sales,1,1352,0.14006548814234066,0
36,47348,South,Tech,1,1363,0.5444781227755895,0
49,66290,North,Sales,0,1381,0.2220790536345482,0
19,55281,West,HR,1,1131,0.1522424665678797,0
52,39766,East,Tech,0,1386,0.9020430714279161,0
55,81328,West,Sales,0,1628,0.7368198180241821,0
55,44566,East,Sales,0,725,0.9875083855584056,0
61,43516,South,Sales,1,1141,0.8053149399951809,0
41,23903,North,Tech,1,1221,0.025877613830600454,0
58,44762,South,HR,0,250,0.4650280280702352,0
47,30794,West,Admin,1,950,0.9184945751319373,0
61,54900,South,Sales,1,636,0.17393359127317287,0
58,42830,North,Tech,1,1809,0.9940924315151756,0
38,32447,West,Admin,1,1072,0.27045674046003493,0
58,65739,West,HR,1,775,0.8651950751636643,1
52,52804,East,Admin,1,1391,0.480286962465927,0
63,54791,East,Admin,1,975,0.5918935758957905,0
50,50734,North,Sales,1,839,0.39137254756792,0
48,78713,East,Admin,0,1696,0.8629076404427207,0
58,51296,North,HR,0,1183,0.2736560349444432,0
30,78147,East,HR,0,1246,0.6489555916686688,0
23,56444,South,Sales,1,427,0.9775188933410393,1
38,41843,West,HR,1,826,0.38548017084601793,0
57,51329,West,HR,0,942,0.7025591744284055,0
21,69524,South,Sales,1,708,0.43830013019108627,0
54,73660,East,Sales,1,890,0.6256886596676335,1
46,55896,North,Tech,1,1199,0.7241733383776933,1
38,53661,East,Sales,1,971,0.65545629661737,0
40,53720,East,Admin,0,749,0.4558819388132764,0
32,52252,West,Tech,1,1330,0.49453729869322166,0
46,55982,West,Admin,0,977,0.24044041532843496,0
60,36001,East,Tech,1,803,0.6796871755145696,0
26,39448,North,Admin,1,1029,0.15384345920248532,0
47,65661,North,Tech,1,1128,0.26116847735227094,0
39,47490,West,Tech,0,759,0.1548773964731238,0
23,70336,South,Tech,1,899,0.27264569515619874,0
64,62804,West,Sales,1,776,0.10199340590258123,0
35,45170,West,Admin,0,1388,0.2556251091415896,0
30,43562,South,Admin,1,879,0.9474088094623074,0
58,60221,East,Sales,1,534,0.37372123551622705,0
44,49431,South,Sales,0,1031,0.21773468876885776,0
49,52865,East,Sales,1,1118,0.2916490287958885,0
58,68943,South,Tech,0,937,0.5411772257675084,0
42,64944,East,HR,0,1205,0.0,0
41,30795,West,Admin,1,945,0.9572795778002327,0
23,50281,East,Tech,0,821,0.45418298754903447,0
27,46109,West,Tech,0,671,0.29991829323803465,0
33,38695,North,HR,0,1336,0.4962780841377719,0
19,34663,North,Tech,0,1282,0.6803810422526374,0
28,47910,North,Tech,0,700,0.8473310688932354,0
60,53908,South,Sales,0,1351,0.09774846619826451,0
50,51136,North,HR,1,980,0.2559382093118697,0
47,50784,South,Sales,0,695,0.09109879351778524,0
63,49748,North,Admin,1,415,0.4562469656302517,0
45,49863,South,Admin,1,1129,0.24632115953378153,0
41,57072,South,Admin,0,1008,0.28197259078830567,0
53,72558,East,Sales,0,795,0.1815959277689439,0
32,59687,West,HR,0,1310,0.8353967414408376,0
61,75091,North,Tech,0,871,0.36362939661597493,0
41,64585,East,Admin,1,1088,0.7335271427398303,1
36,39962,East,Sales,1,793,0.6300897752852024,0
47,51792,West,HR,0,1099,0.38021546128808675,0
53,60439,North,Tech,1,1054,0.1384212568336262,0
48,59142,North,Tech,0,224,0.32670629508401594,0
38,58917,East,Sales,0,1154,0.7371059784625063,0
40,64945,East,HR,0,1210,0.0,0
20,24605,North,HR,1,755,0.5726618590430032,0
57,35322,South,HR,0,754,0.7544607580416912,0
43,62613,East,HR,0,671,0.061853478046271046,0
38,49443,South,Sales,1,719,0.1496687183911899,0
42,58249,North,Tech,0,1682,0.62444181955546,0
31,64015,East,Tech,0,1032,0.10398918916631295,0
46,53369,West,HR,0,1266,0.1623613797032127,0
48,61404,North,Sales,0,1547,0.9122666170238847,0
38,75031,North,HR,1,1255,0.7876042245748593,1
57,49700,North,Tech,1,1204,0.11403540621062785,0
49,27118,West,Admin,0,627,0.6069856835821453,0
62,53514,West,Tech,0,382,0.34837148095382636,0
37,49771,West,Sales,1,912,0.31445736120823875,0
24,46337,North,HR,1,706,1.0,0
41,25800,East,HR,0,630,0.7088373301384722,0
24,45367,East,Sales,1,523,0.3571405805457103,0
59,65805,East,Sales,0,684,0.6349063246792547,0
25,34632,North,Admin,0,637,0.1029921178805012,0
35,53046,West,Admin,0,620,0.9341890561200846,0
13,28669,West,HR,0,706,0.8660640066870141,0
48,78273,North,Admin,1,862,0.2664781146540861,0
36,38686,North,HR,0,1332,0.5952221501045497,0
24,36521,North,Tech,0,1137,0.1188729907274925,0
57,59940,North,HR,0,1120,0.5935603423914468,0
28,11134,South,Admin,0,1015,0.7334641939027906,0
58,12927,West,Admin,0,981,0.2831934858473695,0
54,49190,North,HR,0,934,0.09804577473871129,0
30,56126,South,Tech,0,1193,0.9560376152355563,0
54,50887,South,Tech,1,903,0.17870909576330474,0
53,44003,East,HR,0,1320,0.23633136823127346,0
27,60830,South,Tech,1,1044,0.25665911733581553,0
29,46109,West,Tech,0,664,0.2146717064394914,0
17,49944,East,Tech,1,362,0.20722718521100697,0
21,49588,West,HR,1,747,0.7404225861136441,0
48,67949,North,Admin,0,660,0.7873289073707421,0
48,46864,East,Tech,1,612,0.23205457052192346,0
50,45909,North,Tech,0,849,0.40475291516397116,0
40,62453,North,Tech,1,892,0.4887976933269069,0
49,65561,West,HR,0,970,0.34949660361732343,0
51,51296,North,HR,0,1193,0.31002399958730575,0
65,55718,North,Admin,0,1172,0.8456777118381305,0
44,71796,South,HR,0,1136,0.4558795176944208,0
55,39833,South,Tech,0,779,0.6008189795708563,0
24,64761,North,Sales,0,1127,0.6858745046507267,0
18,54963,East,Tech,0,1512,0.28680071584299716,0
30,48923,West,Tech,0,1104,0.27100040256144603,0
38,49943,South,Sales,0,536,0.6777196651227255,0
66,45540,South,Tech,0,839,0.8226888884144355,0
53,67822,West,Tech,1,1042,0.45120142588020185,0
65,62503,East,HR,0,1570,0.29440909058121223,0
35,49171,West,Sales,1,1258,0.9260149476355901,0
32,46291,South,Tech,0,1031,0.25934634191000794,0
39,38694,West,HR,0,930,0.5780112433916208,0
53,51998,West,Admin,0,478,0.012738690145852806,0
32,44961,North,HR,1,832,1.0,0
58,28395,North,Tech,0,361,0.2579305443952679,0
39,77392,East,Tech,1,880,0.4282925548955856,0
20,41616,East,HR,0,1283,0.5755269645525729,0
33,68695,North,Sales,1,328,0.3177682312785299,0
33,57945,West,Sales,0,1559,0.5727733926119447,0
25,50323,South,Tech,0,1661,0.5768055077014455,0
49,37940,North,HR,1,1207,0.6256789451120578,0
29,28276,North,Sales,1,972,0.10743632342266163,0
18,44432,South,HR,0,1132,0.3020923337234661,0
46,43695,West,Sales,1,714,0.6826095891965129,0
22,44862,South,Sales,0,813,0.22814160522850957,0
44,42752,South,HR,0,950,0.48877046042820943,0
54,65559,West,HR,0,974,0.2609703081402796,0
59,71138,North,Sales,1,807,0.46021603248273424,0
61,78232,West,Sales,1,1468,0.32155388075563124,0
35,58857,North,HR,1,964,0.5048099035115424,1
59,62238,East,Sales,0,942,0.6276204030429278,0
42,39036,West,Admin,1,660,0.05766957707964297,0
42,63345,East,HR,1,1137,0.30997487799776074,0
61,57433,West,Sales,1,1079,0.8925611965488245,1
40,46267,West,Tech,0,1081,0.5656731420100506,0
28,51933,West,Sales,1,1508,0.926184890728132,0
39,65600,East,Tech,0,722,1.0,0
25,55661,East,Tech,0,830,0.6332820694602898,0
26,22969,West,HR,1,775,0.4231636088483492,0
38,44096,West,HR,0,914,0.5219093716282034,0
37,75147,South,HR,1,805,0.4457718777290559,0
54,37944,North,HR,1,1210,0.5484445235425697,0
55,41393,North,Sales,1,804,0.5600220211215704,0
45,38396,East,Admin,0,1149,0.11876312564030495,0
45,44549,West,Tech,0,1478,0.720257196865042,0
47,42329,South,HR,0,911,0.16662510622906615,0
63,49756,North,Admin,1,416,0.4884663495470737,0
58,53516,West,Tech,0,381,0.40480203201928355,0
46,28534,North,HR,0,1156,0.754545608782934,0
36,67591,West,Sales,0,890,0.5147505033731812,0
35,49642,North,Tech,1,734,0.9765250206067658,0
44,76282,South,Sales,0,1413,0.7016263082936861,0
49,44419,West,HR,1,1235,0.13146298532975645,0
31,47215,East,Sales,0,1681,0.4257145787866324,0
36,49479,East,HR,1,1217,0.18263358759952364,0
60,46380,East,Tech,1,820,0.37508819808185345,0
33,17702,East,Tech,0,891,0.9723825768022718,0
21,59158,South,Tech,1,935,0.8467962672552044,1
44,46390,South,HR,0,371,0.19842685501062304,0
34,59490,East,Sales,1,1218,0.681504833734718,1
13,54493,West,Tech,0,1338,0.0,0
27,46626,North,Admin,1,1441,0.9250717504286399,0
51,55913,West,Admin,0,844,0.48817700328762903,0
57,27117,East,Sales,0,1282,0.14410094122392797,0
31,39853,South,Sales,0,555,0.16219445752694386,0
41,63086,North,Sales,0,891,0.2285940294446197,0
31,73614,North,Admin,1,1229,0.0162642301353889,0
26,76966,North,Sales,0,772,0.793421611508539,0
50,47836,South,Sales,0,757,0.0924907850238717,0
23,68410,West,Admin,1,1056,0.6622373329897431,1
56,27117,West,Admin,0,627,0.611417235502437,0
49,38965,South,Admin,1,1346,0.8491327172780215,0
32,67585,West,Sales,0,888,0.599379646547434,0
64,49190,North,HR,0,933,0.05388501534052581,0
38,42161,South,Sales,1,842,2.0978950270774885e-05,0
40,33062,South,Admin,1,360,0.48532361369103305,0
32,59243,West,Sales,1,1094,0.28980910086529144,0
39,59488,West,Admin,0,874,0.5540734343791756,0
58,30034,North,HR,1,1577,0.9709614192126191,0
60,83788,West,Sales,1,1054,0.9709797570325838,1
61,73423,West,Admin,0,1303,0.4818309880446617,0
44,59728,North,Sales,0,739,0.10738475681255202,0
59,67542,East,Sales,1,1321,0.05193688487000003,0
21,9543,North,Tech,1,784,0.8824849259021121,0
20,62305,East,Admin,1,790,0.055829816130713195,0
33,41669,West,Sales,0,1252,0.5614339702422704,0
46,56667,South,HR,1,972,0.6214311596761573,1
48,72704,West,HR,1,1151,0.07662923968835172,0
59,31335,South,Sales,1,1107,0.9448169747969766,0
20,30650,East,HR,1,816,0.0,0
60,33059,West,HR,1,1470,0.13956950034368462,0
23,23475,North,Tech,1,1151,0.3581190194100739,0
23,69181,South,Tech,0,640,0.36283425769649297,0
30,45962,South,Tech,0,670,0.823789118419038,0
31,66101,North,Sales,1,978,0.314850985317327,0
29,40292,North,Admin,1,1451,0.7648822508220336,0
51,26238,West,HR,1,1271,0.5182238341547682,0
49,46680,West,Sales,0,883,0.9643622147985117,0
24,43434,West,HR,1,956,0.11695057463584581,0
40,41639,East,Tech,0,1044,0.5757708938503027,0
49,50835,South,Tech,0,1665,0.42138307251114715,0
32,42598,North,HR,0,1446,0.21901837982331568,0
48,60231,North,Sales,1,737,0.23336503161505642,0
27,54843,North,Sales,1,1100,0.6280791045015941,0
47,53365,West,Sales,1,1063,0.051243047707444506,0
27,29798,North,HR,0,764,0.4734123856139769,0
29,82179,North,Tech,0,1330,0.33857664842807583,0
35,80199,North,Tech,0,1618,0.11497906162538676,0
50,58146,East,Sales,1,754,0.28348763379082276,0
47,38668,East,Admin,0,478,0.4811512736880215,0
46,26241,West,HR,1,1268,0.5409468368762259,0
31,49944,South,Sales,0,543,0.7921257292676669,0
36,77390,East,Tech,1,876,0.36865563191621104,0
39,40943,East,Sales,0,1187,0.8490999338242716,0
25,47993,South,Tech,0,1056,0.6536002465897081,0
61,67839,North,Tech,0,912,0.34305180976736327,0
38,47629,East,HR,0,1438,0.6293242322536792,0
52,60625,West,Admin,0,1149,0.42984522024788924,0
32,68416,West,Admin,1,1055,0.639663021076871,1
37,29491,North,HR,0,971,0.2235834711689752,0
43,48551,South,HR,0,1226,0.5674627659401524,0
34,45108,West,Admin,0,535,0.2226487313669175,0
60,73656,East,Sales,1,891,0.7015909593199199,1
37,45949,West,Sales,1,974,0.1307014035745918,0
60,55525,North,Tech,1,647,0.4167176807018878,0
30,59194,West,HR,0,985,0.4941377988213172,0
40,48679,East,Tech,0,1040,0.6256618815689331,0
27,46110,West,Tech,0,664,0.3386382249293961,0
54,50891,South,Tech,1,903,0.20211387316999868,0
66,54798,East,Admin,1,968,0.5795841228913854,0
21,36524,North,Tech,0,1146,0.2660372111620779,0
27,60505,West,Sales,0,1085,0.7413711377434624,0
22,43107,South,Admin,0,1167,0.9133417004181495,0
49,54242,South,Admin,1,669,0.15312153196979583,0
33,34639,North,Admin,0,635,0.14209302567263138,0
55,80152,West,Admin,1,928,0.04801037981341582,0
61,52745,East,Admin,1,1269,0.6536568370432245,0
39,41290,South,Sales,1,978,0.549710935040399,0
25,57337,North,Tech,1,1060,0.12388493462144973,0
38,69344,South,Admin,0,959,0.9964024864062472,0
56,71145,North,Sales,1,801,0.42916442176255676,0
60,42979,West,HR,0,1028,0.8468836664488877,0
57,40850,North,Tech,1,885,0.27585371396955105,0
50,55728,North,Admin,1,634,0.4855740825431228,0
59,40807,East,Tech,1,777,0.7652969594913749,0
23,65337,South,HR,1,493,0.5521180509621187,1
42,44548,West,Tech,0,1472,0.8049713669711274,0
21,50405,North,HR,1,1132,0.31340718164036396,0
52,47490,West,Admin,0,612,0.865698068892562,0
24,66330,South,HR,1,966,0.6369663856691054,1
44,38695,West,HR,0,931,0.5613433731634477,0
41,38044,South,Admin,1,869,0.08847629412730235,0
29,41825,East,Sales,1,943,0.6018311451802323,0
33,17709,East,Tech,0,891,1.0,0
46,40799,West,HR,1,1201,0.16977395575762194,0
20,42231,South,Sales,0,980,0.6396810488067479,0
21,52772,North,Tech,1,749,0.5005333344274487,0
67,80842,North,Sales,0,898,0.39873749257810936,0
40,49633,North,Tech,1,731,0.8928060230287381,0
40,48332,North,Sales,1,1297,0.8206373952070657,0
49,52114,West,Sales,1,780,0.7543917562190319,0
28,52725,South,Tech,1,985,0.4387086729652837,0
49,54896,West,Admin,1,878,0.17437047682220322,0
32,47049,West,HR,0,1344,0.7098720349426295,0
55,53844,North,Tech,1,1029,0.9146625669588863,0
62,49756,North,Admin,1,414,0.4696595296213029,0
57,41802,West,Sales,1,1073,0.061773908087230996,0
30,34816,South,Admin,1,1070,0.5514243946554813,0
57,51596,East,Sales,1,729,0.6187014049314523,0
31,77395,East,Tech,1,879,0.40139121393282023,0
41,80094,East,Tech,1,1090,0.22954351648514298,0
37,70639,East,Sales,0,899,0.9124707640041555,0
41,35429,South,Sales,0,1324,0.7454585391699057,0
45,54198,West,HR,0,982,0.0,0
60,47496,West,Admin,0,617,0.9307008981414276,0
24,67234,South,Sales,0,1269,0.5926990337847642,0
40,68014,West,Tech,1,848,0.579059935742715,1
44,52965,West,HR,0,1227,0.149541192577406,0
18,23476,North,Tech,1,1160,0.3660456034313522,0
22,41745,North,Tech,0,1200,0.8309708700123066,0
61,51329,West,HR,0,940,0.627009551422337,0
56,60695,South,HR,1,2181,0.9002334388282158,1
42,42031,South,HR,1,1222,0.07132008172301305,0
40,58069,East,Sales,1,1173,0.08442602788432581,0
55,56658,East,Sales,0,1087,0.6730703399596434,0
35,71626,South,Sales,0,958,1.0,0
25,53510,South,Admin,0,1002,0.5368311330689113,0
31,43479,East,HR,0,827,0.8535442613092993,0
67,75912,West,Admin,1,619,0.4605859452578016,0
19,64111,West,Sales,1,582,0.5582444956501118,1
21,84361,North,Tech,1,645,0.28665477393846983,0
37,40935,East,Sales,0,1181,0.8194165524663635,0
49,38485,East,Admin,1,1063,0.5529801229621075,0
29,73920,North,Admin,1,1133,0.42369652499004246,0
50,80154,West,Admin,1,925,0.0,0
37,51876,East,HR,0,793,0.31490828438405466,0
42,49441,South,Sales,1,713,0.19758838077565155,0
35,77016,South,Tech,1,847,0.1618365383720101,0
43,49435,South,Sales,0,1024,0.1808921534027978,0
16,70332,South,Tech,1,903,0.2245115887562556,0
17,43349,North,Admin,1,758,0.8345163024311906,0
35,39855,South,Sales,0,556,0.2585239048766731,0
52,64943,North,HR,1,536,0.5449173110686361,0
30,41250,South,Sales,0,989,0.2817750169031234,0
23,55612,West,HR,1,1309,0.3789175519502073,0
21,70336,South,Tech,1,901,0.14711396659022272,0
53,74980,South,HR,0,943,0.835484523265921,0
28,36687,East,Admin,0,1382,0.6563094185081864,0
27,41675,West,Sales,0,1249,0.5964791818228304,0
46,47624,East,HR,0,1443,0.6572465657071536,0
47,68577,West,Tech,0,1052,0.5332493954894831,0
55,47833,West,HR,1,1363,0.915720242905837,0
27,62581,South,Sales,1,1012,0.21215871655379084,0
15,33201,East,Sales,1,595,0.8385646971027928,0
45,41542,North,Tech,1,735,0.9604318985618399,0
44,88370,West,Sales,0,1438,0.11516201239039349,0
44,49504,West,Sales,0,943,0.9943604540305273,0
42,44722,West,Tech,1,1139,0.30719275176278604,0
16,37119,West,Sales,1,448,0.23416190395828815,0
34,38047,South,Admin,1,867,0.02102070385231173,0
24,54934,West,Sales,1,1537,0.45853835213546584,0
47,72696,West,HR,1,1147,0.11340097505632919,0
26,40618,East,HR,1,928,0.31463173951339984,0
55,75258,West,Sales,0,1180,1.0,0
52,51835,East,Admin,0,1596,0.984747304541207,0
31,50280,West,Sales,0,1259,0.06028779370604682,0
48,39089,West,HR,0,966,0.012067940132822433,0
33,43557,South,Admin,1,877,0.9000463954044412,0
49,42740,West,HR,1,1377,0.7085696814787324,0
23,55660,East,Tech,0,830,0.6680655393953753,0
59,41801,West,Sales,1,1072,0.04493437192636804,0
27,44959,North,HR,1,839,0.905590885626623,0
28,58963,West,Admin,1,1203,0.9513969466219978,1
67,66755,East,Admin,1,474,0.3917876725388191,0
38,51641,East,Sales,1,1373,0.9157301867414038,0
58,48110,North,Sales,0,1483,0.16870307755379235,0
38,73481,East,Tech,0,1139,0.2746467788579924,0
54,47380,North,HR,1,1510,0.1723173663771238,0
22,57299,North,HR,0,627,0.49611168517008497,0
35,51177,North,Tech,0,1160,0.4603144711957265,0
63,60448,North,Tech,1,1055,0.04736769929458336,0
32,52667,West,HR,1,1454,0.892859548473277,0
63,77806,South,Admin,0,308,0.15118148335796866,0
59,50423,North,HR,0,759,0.46776467137822564,0
65,31329,South,Sales,1,1111,0.9069445258257517,0
23,45962,South,Tech,0,666,0.7705315052921412,0
19,61358,North,Tech,0,963,0.09116885432382474,0
59,26655,East,HR,1,1206,0.8956558718927368,0
56,81327,West,Sales,0,1627,0.8326177060595421,0
45,56199,North,HR,0,1552,0.8301019577734391,0
61,67393,East,Tech,0,868,0.1794156218828888,0
40,40940,East,Sales,0,1182,0.830779571350189,0
32,52702,East,HR,0,527,0.13449343214979337,0
38,67802,West,Sales,1,533,0.2645444321783524,0
30,60784,East,HR,1,1117,0.6189829223692158,1
31,58889,South,Admin,0,1016,0.23521328142614775,0
44,45351,East,Admin,0,1229,0.10555347419434315,0
45,48329,North,Sales,1,1292,0.7114199919641435,0
48,31667,South,Tech,1,1148,0.15526011670158807,0
62,41797,North,HR,0,1132,0.8308207108424964,0
58,59812,South,Tech,1,918,0.10001371398797335,0
24,27818,West,Admin,0,865,0.3226815440619241,0
51,72069,East,Sales,1,1017,0.5980480157780225,1
52,47750,West,HR,0,1127,0.022846313942401317,0
15,35363,South,Admin,0,846,0.35148860354724326,0
55,39423,South,HR,1,867,0.9135892253381539,0
46,58074,East,Sales,1,1176,0.15110304158906002,0
